order_id,payment_method,payment_status,shipping_charge
877,Cash on Delivery,Paid,243.88
878,Credit Card,Paid,194.87
879,Cash on Delivery,Paid,28.4
880,Net Banking,Paid,233.76
881,Cash on Delivery,Paid,55.76
882,Debit Card,Paid,12.47
883,Wallet,Paid,36.29
884,Cash on Delivery,Paid,112.92
885,Credit Card,Failed,0.0
886,Debit Card,Paid,119.95
887,UPI,Paid,21.88
888,Wallet,Paid,145.85
889,Net Banking,Failed,0.0
890,Net Banking,Paid,83.67
891,Cash on Delivery,Paid,182.27
892,Cash on Delivery,Paid,164.04
893,Cash on Delivery,Failed,0.0
894,Net Banking,Failed,0.0
895,Cash on Delivery,Pending,0.0
896,Cash on Delivery,Paid,150.07
897,Credit Card,Paid,26.61
898,Debit Card,Paid,136.57
899,Debit Card,Paid,246.96
900,Wallet,Paid,23.73
901,Wallet,Paid,25.5
902,UPI,Pending,0.0
903,Net Banking,Paid,52.81
904,Wallet,Paid,78.35
905,UPI,Paid,248.29
906,UPI,Paid,42.04
907,Debit Card,Paid,208.2
908,Credit Card,Paid,186.21
909,UPI,Paid,104.64
910,Net Banking,Paid,54.48
911,Cash on Delivery,Pending,0.0
912,Cash on Delivery,Paid,209.8
913,Wallet,Paid,177.63
914,Cash on Delivery,Paid,13.39
915,Credit Card,Paid,174.42
916,Credit Card,Paid,160.75
917,UPI,Paid,106.5
918,Credit Card,Paid,198.84
919,UPI,Paid,97.25
920,Wallet,Paid,48.62
921,Credit Card,Pending,0.0
922,Cash on Delivery,Paid,215.25
923,Cash on Delivery,Paid,9.16
924,Debit Card,Paid,172.31
925,Credit Card,Paid,119.06
926,Debit Card,Paid,187.43
927,Debit Card,Paid,125.88
928,Net Banking,Paid,225.95
929,Credit Card,Paid,170.02
930,Cash on Delivery,Pending,0.0
931,UPI,Paid,38.29
932,Wallet,Paid,54.46
933,Credit Card,Paid,227.69
934,Debit Card,Paid,26.46
935,UPI,Paid,208.41
936,Credit Card,Paid,80.67
937,UPI,Pending,0.0
938,Debit Card,Paid,208.02
939,Credit Card,Paid,226.15
940,Wallet,Paid,247.86
941,Net Banking,Paid,202.77
942,Cash on Delivery,Paid,98.79
943,Debit Card,Paid,89.5
944,Credit Card,Paid,180.83
945,Debit Card,Paid,58.44
946,Credit Card,Paid,194.0
947,Cash on Delivery,Failed,0.0
948,Net Banking,Paid,149.45
949,Wallet,Paid,84.42
950,UPI,Pending,0.0
951,Net Banking,Paid,173.94
952,Cash on Delivery,Paid,134.59
953,Debit Card,Paid,228.67
954,Wallet,Paid,152.82
955,Wallet,Paid,26.9
956,Credit Card,Paid,82.16
957,UPI,Pending,0.0
958,Cash on Delivery,Paid,16.09
959,Credit Card,Paid,240.75
960,Net Banking,Paid,113.21
961,Credit Card,Paid,30.26
962,Wallet,Paid,73.43
963,Credit Card,Paid,76.41
964,Wallet,Paid,42.68
965,Debit Card,Paid,23.51
966,Wallet,Paid,57.38
967,Net Banking,Paid,168.43
968,Wallet,Paid,58.67
969,UPI,Paid,23.54
970,Wallet,Paid,197.73
971,Credit Card,Paid,74.13
972,Debit Card,Failed,0.0
973,Credit Card,Failed,0.0
974,Wallet,Paid,7.7
975,Credit Card,Paid,202.13
976,UPI,Paid,174.43
977,Net Banking,Paid,87.76
978,UPI,Pending,0.0
979,Wallet,Paid,128.69
980,Debit Card,Paid,104.13
981,Cash on Delivery,Paid,200.68
982,Debit Card,Paid,123.75
983,Cash on Delivery,Paid,155.01
984,Credit Card,Paid,116.86
985,Wallet,Paid,33.56
986,UPI,Paid,171.09
987,Cash on Delivery,Paid,227.32
988,UPI,Paid,166.85
989,UPI,Paid,6.79
990,Net Banking,Paid,79.88
991,Wallet,Paid,144.48
992,UPI,Failed,0.0
993,Credit Card,Paid,60.47
994,Net Banking,Paid,108.2
995,Wallet,Failed,0.0
996,Net Banking,Pending,0.0
997,Credit Card,Paid,142.46
998,Cash on Delivery,Paid,95.93
999,UPI,Paid,208.69
1000,Cash on Delivery,Paid,195.61
1001,Wallet,Paid,4.06
1002,Credit Card,Paid,195.86
1003,Debit Card,Paid,163.43
1004,Debit Card,Paid,0.55
1005,Net Banking,Failed,0.0
1006,Cash on Delivery,Paid,186.17
1007,Credit Card,Paid,50.39
1008,Cash on Delivery,Paid,134.7
1009,Credit Card,Paid,64.34
1010,UPI,Paid,234.77
1011,Net Banking,Paid,109.04
1012,Wallet,Paid,9.32
1013,Debit Card,Paid,202.98
1014,Credit Card,Paid,181.86
1015,Cash on Delivery,Paid,236.18
1016,Debit Card,Paid,5.21
1017,Debit Card,Paid,205.3
1018,Debit Card,Paid,40.77
1019,Cash on Delivery,Paid,158.4
1020,Cash on Delivery,Pending,0.0
1021,Cash on Delivery,Failed,0.0
1022,Net Banking,Paid,210.88
1023,Credit Card,Paid,142.33
1024,Cash on Delivery,Paid,218.41
1025,Debit Card,Paid,52.38
1026,Net Banking,Paid,101.21
1027,Net Banking,Paid,31.15
1028,Credit Card,Paid,1.13
1029,Cash on Delivery,Paid,85.06
1030,Cash on Delivery,Paid,237.38
1031,Debit Card,Paid,246.49
1032,Cash on Delivery,Paid,161.26
1033,Cash on Delivery,Paid,240.72
1034,Net Banking,Failed,0.0
1035,Cash on Delivery,Paid,152.82
1036,UPI,Paid,102.15
1037,Wallet,Paid,213.34
1038,Net Banking,Paid,146.06
1039,Debit Card,Paid,155.31
1040,UPI,Pending,0.0
1041,Credit Card,Paid,199.61
1042,Wallet,Paid,233.09
1043,Debit Card,Paid,98.05
1044,Net Banking,Paid,108.03
1045,Wallet,Paid,84.68
1046,Cash on Delivery,Paid,105.59
1047,UPI,Paid,96.09
1048,Debit Card,Paid,140.74
1049,Credit Card,Paid,51.1
1050,Debit Card,Paid,152.67
1051,Net Banking,Paid,143.87
1052,Debit Card,Paid,81.05
1053,Wallet,Pending,0.0
1054,Net Banking,Paid,102.13
1055,Credit Card,Paid,121.12
1056,Credit Card,Paid,206.21
1057,Debit Card,Paid,225.31
1058,Net Banking,Paid,18.03
1059,Cash on Delivery,Paid,146.96
1060,Net Banking,Pending,0.0
1061,UPI,Paid,211.12
1062,Wallet,Paid,214.82
1063,Wallet,Paid,249.75
1064,Credit Card,Paid,188.89
1065,Debit Card,Paid,128.54
1066,Wallet,Paid,102.82
1067,Cash on Delivery,Paid,161.71
1068,Wallet,Paid,101.8
1069,UPI,Paid,167.79
1070,Cash on Delivery,Paid,87.7
1071,UPI,Paid,5.43
1072,Credit Card,Paid,109.82
1073,Cash on Delivery,Paid,83.37
1074,Cash on Delivery,Failed,0.0
1075,UPI,Paid,189.77
1076,Cash on Delivery,Paid,214.91
1077,Credit Card,Failed,0.0
1078,Wallet,Pending,0.0
1079,Debit Card,Paid,131.05
1080,UPI,Paid,222.88
1081,Net Banking,Paid,36.67
1082,Wallet,Pending,0.0
1083,Debit Card,Paid,76.01
1084,Wallet,Paid,148.78
1085,Cash on Delivery,Paid,94.38
1086,Credit Card,Paid,58.16
1087,Wallet,Paid,240.75
1088,Debit Card,Paid,109.94
1089,Net Banking,Paid,178.52
1090,UPI,Paid,112.12
1091,UPI,Paid,221.48
1092,Debit Card,Paid,115.25
1093,Credit Card,Pending,0.0
1094,Credit Card,Paid,97.03
1095,Net Banking,Pending,0.0
1096,Wallet,Paid,10.29
1097,Cash on Delivery,Paid,228.71
1098,Net Banking,Paid,66.24
1099,Debit Card,Paid,153.32
1100,Wallet,Paid,59.86
1101,Debit Card,Failed,0.0
1102,Wallet,Paid,83.57
1103,Cash on Delivery,Failed,0.0
1104,Credit Card,Paid,111.53
1105,Debit Card,Paid,219.54
1106,Credit Card,Paid,119.05
1107,Cash on Delivery,Paid,118.83
1108,Credit Card,Paid,5.63
1109,Net Banking,Paid,116.81
1110,Cash on Delivery,Paid,111.29
1111,UPI,Paid,19.01
1112,Net Banking,Failed,0.0
1113,Wallet,Paid,194.24
1114,Cash on Delivery,Paid,14.55
1115,Wallet,Paid,11.63
1116,Wallet,Paid,8.37
1117,Net Banking,Paid,89.27
1118,Credit Card,Paid,186.22
1119,Debit Card,Paid,61.04
1120,Debit Card,Failed,0.0
1121,Net Banking,Paid,91.36
1122,Credit Card,Paid,228.45
1123,Credit Card,Paid,235.37
1124,UPI,Paid,157.82
1125,Wallet,Pending,0.0
1126,UPI,Paid,65.06
1127,Cash on Delivery,Paid,184.22
1128,Wallet,Paid,61.38
1129,Wallet,Paid,90.42
1130,UPI,Paid,150.0
1131,Cash on Delivery,Paid,141.92
1132,Debit Card,Paid,248.4
1133,UPI,Paid,170.71
1134,Credit Card,Paid,187.22
1135,Debit Card,Paid,100.45
1136,Wallet,Paid,76.6
1137,UPI,Paid,127.68
1138,Net Banking,Paid,127.78
1139,Debit Card,Paid,180.14
1140,Net Banking,Paid,99.97
1141,Net Banking,Paid,136.89
1142,Cash on Delivery,Paid,3.96
1143,Credit Card,Paid,92.22
1144,Cash on Delivery,Paid,146.54
1145,Wallet,Paid,154.71
1146,Credit Card,Paid,175.35
1147,UPI,Paid,182.5
1148,Credit Card,Paid,124.09
1149,UPI,Pending,0.0
1150,Net Banking,Paid,170.1
1151,Cash on Delivery,Failed,0.0
1152,Credit Card,Paid,228.66
1153,UPI,Paid,88.64
1154,UPI,Paid,132.98
1155,Debit Card,Paid,121.14
1156,Credit Card,Paid,53.3
1157,UPI,Paid,63.33
1158,Wallet,Failed,0.0
1159,Debit Card,Paid,41.91
1160,Debit Card,Paid,206.9
1161,Debit Card,Paid,151.43
1162,UPI,Paid,232.51
1163,Wallet,Paid,41.62
1164,Cash on Delivery,Paid,120.21
1165,Debit Card,Paid,248.03
1166,Wallet,Paid,170.49
1167,Net Banking,Paid,103.4
1168,Net Banking,Pending,0.0
1169,Net Banking,Failed,0.0
1170,Credit Card,Paid,22.54
1171,Debit Card,Paid,19.09
1172,UPI,Paid,35.34
1173,Credit Card,Paid,66.88
1174,Net Banking,Pending,0.0
1175,Cash on Delivery,Paid,203.68
1176,Cash on Delivery,Paid,233.92
1177,Debit Card,Paid,159.42
1178,Net Banking,Paid,137.59
1179,Cash on Delivery,Paid,201.68
1180,Cash on Delivery,Paid,130.63
1181,Wallet,Paid,198.41
1182,Credit Card,Paid,242.78
1183,Net Banking,Paid,82.57
1184,UPI,Paid,94.2
1185,Debit Card,Failed,0.0
1186,Credit Card,Paid,53.78
1187,UPI,Paid,146.9
1188,Cash on Delivery,Paid,22.92
1189,UPI,Pending,0.0
1190,Wallet,Failed,0.0
1191,UPI,Failed,0.0
1192,Cash on Delivery,Failed,0.0
1193,Debit Card,Paid,216.54
1194,Credit Card,Paid,175.89
1195,Credit Card,Failed,0.0
1196,Credit Card,Paid,25.7
1197,Debit Card,Paid,143.56
1198,Credit Card,Paid,244.52
1199,Cash on Delivery,Paid,183.88
1200,UPI,Paid,128.75
1201,Credit Card,Paid,73.8
1202,Debit Card,Failed,0.0
1203,UPI,Paid,49.16
1204,Wallet,Paid,89.09
1205,UPI,Paid,238.07
1206,UPI,Paid,47.45
1207,Debit Card,Paid,2.57
1208,UPI,Paid,167.93
1209,UPI,Paid,154.16
1210,Net Banking,Pending,0.0
1211,Cash on Delivery,Paid,75.77
1212,Debit Card,Paid,114.15
1213,Wallet,Paid,108.04
1214,Debit Card,Paid,81.38
1215,UPI,Pending,0.0
1216,Wallet,Paid,243.44
1217,UPI,Paid,35.34
1218,Cash on Delivery,Pending,0.0
1219,Credit Card,Paid,13.77
1220,UPI,Paid,233.73
1221,UPI,Pending,0.0
1222,UPI,Paid,229.43
1223,Wallet,Paid,95.13
1224,UPI,Paid,14.72
1225,Wallet,Paid,181.68
1226,Credit Card,Paid,166.04
1227,Wallet,Paid,30.87
1228,Net Banking,Paid,206.06
1229,Credit Card,Pending,0.0
1230,Wallet,Paid,202.64
1231,Wallet,Paid,100.53
1232,Net Banking,Paid,208.91
1233,Net Banking,Paid,238.65
1234,Credit Card,Paid,157.86
1235,Wallet,Paid,21.59
1236,Debit Card,Paid,142.18
1237,Wallet,Paid,158.34
1238,Wallet,Pending,0.0
1239,Credit Card,Paid,190.02
1240,Net Banking,Paid,12.29
1241,Credit Card,Paid,7.63
1242,Wallet,Failed,0.0
1243,Debit Card,Paid,139.71
1244,Wallet,Paid,32.2
1245,Cash on Delivery,Paid,115.77
1246,Cash on Delivery,Paid,87.41
1247,Credit Card,Paid,225.24
1248,Debit Card,Paid,169.22
1249,Wallet,Paid,5.77
1250,Wallet,Pending,0.0
1251,Net Banking,Pending,0.0
1252,Net Banking,Paid,10.98
1253,Credit Card,Paid,197.82
1254,Debit Card,Paid,3.2
1255,Debit Card,Paid,221.6
1256,Net Banking,Paid,173.15
1257,Debit Card,Paid,10.41
1258,Debit Card,Paid,217.66
1259,Wallet,Failed,0.0
1260,Wallet,Paid,146.11
1261,Net Banking,Paid,240.73
1262,UPI,Paid,23.44
1263,Wallet,Paid,210.25
1264,Credit Card,Paid,55.14
1265,Cash on Delivery,Paid,127.16
1266,Wallet,Paid,220.02
1267,Wallet,Paid,245.63
1268,Cash on Delivery,Failed,0.0
1269,UPI,Paid,51.5
1270,UPI,Paid,104.17
1271,Credit Card,Failed,0.0
1272,Credit Card,Pending,0.0
1273,UPI,Paid,221.18
1274,Wallet,Failed,0.0
1275,Cash on Delivery,Paid,95.55
1276,Net Banking,Pending,0.0
1277,Debit Card,Paid,166.35
1278,UPI,Paid,188.42
1279,Credit Card,Paid,127.23
1280,UPI,Paid,189.98
1281,Cash on Delivery,Paid,146.72
1282,Debit Card,Failed,0.0
1283,Cash on Delivery,Paid,42.12
1284,Debit Card,Paid,77.01
1285,UPI,Paid,64.9
1286,Wallet,Paid,11.94
1287,Debit Card,Paid,110.12
1288,Cash on Delivery,Paid,89.6
1289,Wallet,Paid,102.21
1290,UPI,Paid,205.02
1291,Credit Card,Paid,31.52
1292,Net Banking,Paid,1.96
1293,Cash on Delivery,Paid,189.78
1294,Wallet,Paid,132.18
1295,Debit Card,Paid,95.0
1296,Cash on Delivery,Paid,222.73
1297,Wallet,Paid,234.82
1298,Credit Card,Paid,218.16
1299,Credit Card,Paid,179.23
1300,UPI,Pending,0.0
1301,Credit Card,Paid,61.37
1302,Net Banking,Paid,224.57
1303,Net Banking,Paid,133.79
1304,Net Banking,Paid,121.24
1305,Net Banking,Paid,125.6
1306,Net Banking,Paid,69.64
1307,Credit Card,Paid,119.91
1308,Debit Card,Paid,143.63
1309,Net Banking,Paid,83.68
1310,Debit Card,Paid,159.04
1311,Net Banking,Paid,80.59
1312,Wallet,Paid,82.44
1313,Cash on Delivery,Paid,175.01
1314,Cash on Delivery,Paid,177.13
1315,UPI,Failed,0.0
1316,UPI,Failed,0.0
1317,Debit Card,Paid,242.68
1318,Credit Card,Paid,107.14
1319,UPI,Paid,209.76
1320,Cash on Delivery,Paid,154.7
1321,Debit Card,Paid,56.0
1322,Debit Card,Paid,196.78
1323,UPI,Failed,0.0
1324,Wallet,Paid,108.96
1325,Cash on Delivery,Pending,0.0
1326,Cash on Delivery,Paid,149.71
1327,Wallet,Paid,1.98
1328,Cash on Delivery,Paid,238.85
1329,Cash on Delivery,Paid,204.54
1330,UPI,Paid,99.0
1331,UPI,Paid,21.47
1332,Cash on Delivery,Paid,118.85
1333,Credit Card,Paid,230.49
1334,Cash on Delivery,Paid,70.19
1335,Wallet,Paid,53.74
1336,Cash on Delivery,Paid,41.85
1337,Cash on Delivery,Paid,12.2
1338,Debit Card,Paid,108.97
1339,UPI,Paid,201.12
1340,UPI,Paid,68.65
1341,Credit Card,Paid,227.5
1342,UPI,Paid,209.63
1343,Credit Card,Paid,109.66
1344,Cash on Delivery,Paid,99.78
1345,Net Banking,Failed,0.0
1346,Debit Card,Paid,81.57
1347,UPI,Paid,86.26
1348,Net Banking,Paid,10.23
1349,Net Banking,Pending,0.0
1350,Wallet,Paid,206.17
1351,Wallet,Paid,34.45
1352,Wallet,Paid,83.19
1353,Wallet,Paid,213.14
1354,Cash on Delivery,Paid,15.74
1355,Credit Card,Paid,177.65
1356,Debit Card,Paid,102.19
1357,Wallet,Paid,38.39
1358,Wallet,Paid,10.64
1359,Debit Card,Failed,0.0
1360,Wallet,Failed,0.0
1361,Wallet,Pending,0.0
1362,Credit Card,Paid,139.27
1363,Wallet,Paid,124.28
1364,Debit Card,Paid,137.26
1365,UPI,Failed,0.0
1366,Net Banking,Pending,0.0
1367,Debit Card,Paid,54.39
1368,Net Banking,Paid,119.42
1369,Cash on Delivery,Failed,0.0
1370,Wallet,Paid,98.86
1371,Net Banking,Failed,0.0
1372,UPI,Paid,207.8
1373,UPI,Paid,166.58
1374,Wallet,Pending,0.0
1375,UPI,Paid,151.79
1376,UPI,Failed,0.0
1377,Debit Card,Paid,92.58
1378,Wallet,Paid,172.0
1379,Debit Card,Paid,151.0
1380,Credit Card,Paid,168.05
1381,Debit Card,Paid,154.98
1382,Wallet,Paid,189.99
1383,Wallet,Paid,84.09
1384,Debit Card,Paid,109.99
1385,Net Banking,Paid,195.03
1386,UPI,Paid,120.35
1387,Debit Card,Paid,181.32
1388,Wallet,Paid,52.56
1389,Credit Card,Paid,246.0
1390,Net Banking,Paid,164.31
1391,Net Banking,Paid,200.18
1392,Credit Card,Paid,181.48
1393,Debit Card,Paid,191.92
1394,UPI,Paid,121.72
1395,Wallet,Pending,0.0
1396,UPI,Paid,86.44
1397,Net Banking,Paid,116.66
1398,Wallet,Failed,0.0
1399,UPI,Paid,237.44
1400,Net Banking,Paid,113.71
1401,Debit Card,Paid,153.64
1402,Wallet,Paid,17.94
1403,Debit Card,Pending,0.0
1404,Net Banking,Paid,33.37
1405,Debit Card,Paid,117.07
1406,Net Banking,Paid,63.64
1407,Debit Card,Paid,162.04
1408,Net Banking,Paid,77.26
1409,Debit Card,Paid,218.88
1410,Debit Card,Failed,0.0
1411,Cash on Delivery,Paid,166.3
1412,Credit Card,Paid,134.1
1413,Debit Card,Failed,0.0
1414,Wallet,Paid,187.47
1415,Debit Card,Failed,0.0
1416,Cash on Delivery,Paid,75.35
1417,Cash on Delivery,Paid,24.43
1418,UPI,Paid,38.85
1419,Cash on Delivery,Pending,0.0
1420,Debit Card,Paid,157.02
1421,UPI,Failed,0.0
1422,Net Banking,Paid,41.91
1423,Wallet,Paid,163.8
1424,Debit Card,Failed,0.0
1425,Debit Card,Paid,4.56
1426,Net Banking,Paid,201.72
1427,Net Banking,Failed,0.0
1428,UPI,Paid,63.62
1429,Wallet,Failed,0.0
1430,Wallet,Paid,202.34
1431,Credit Card,Paid,243.55
1432,Debit Card,Paid,178.41
1433,UPI,Paid,129.55
1434,Debit Card,Paid,93.22
1435,UPI,Paid,30.67
1436,Cash on Delivery,Paid,206.16
1437,UPI,Paid,115.03
1438,UPI,Paid,164.76
1439,UPI,Paid,109.58
1440,Net Banking,Paid,115.0
1441,Wallet,Failed,0.0
1442,UPI,Paid,122.22
1443,Cash on Delivery,Paid,44.52
1444,Debit Card,Paid,169.98
1445,Wallet,Paid,39.02
1446,Wallet,Failed,0.0
1447,Cash on Delivery,Paid,202.61
1448,Cash on Delivery,Paid,192.66
1449,Net Banking,Pending,0.0
1450,Wallet,Paid,62.5
1451,Net Banking,Failed,0.0
1452,Credit Card,Paid,92.0
1453,Debit Card,Paid,175.81
1454,UPI,Paid,122.26
1455,Credit Card,Paid,133.49
1456,UPI,Paid,241.76
1457,Debit Card,Paid,205.07
1458,Cash on Delivery,Paid,1.83
1459,UPI,Paid,150.9
1460,Debit Card,Pending,0.0
1461,Wallet,Paid,77.44
1462,Net Banking,Paid,101.3
1463,Credit Card,Paid,78.41
1464,Wallet,Paid,141.94
1465,UPI,Paid,237.67
1466,UPI,Paid,49.0
1467,Wallet,Paid,2.75
1468,Net Banking,Paid,168.39
1469,Debit Card,Paid,193.54
1470,Net Banking,Failed,0.0
1471,Cash on Delivery,Paid,203.44
1472,UPI,Paid,128.42
1473,Debit Card,Failed,0.0
1474,Wallet,Paid,103.77
1475,Net Banking,Pending,0.0
1476,Debit Card,Paid,176.89
1477,UPI,Failed,0.0
1478,Cash on Delivery,Paid,216.0
1479,Net Banking,Paid,234.74
1480,Credit Card,Paid,168.05
1481,Credit Card,Pending,0.0
1482,Wallet,Paid,164.42
1483,Credit Card,Paid,201.28
1484,UPI,Paid,146.4
1485,Cash on Delivery,Paid,141.9
1486,Debit Card,Failed,0.0
1487,Cash on Delivery,Failed,0.0
1488,Net Banking,Paid,244.19
1489,Net Banking,Paid,240.94
1490,Debit Card,Paid,94.39
1491,Credit Card,Paid,45.22
1492,Debit Card,Paid,70.04
1493,UPI,Pending,0.0
1494,Wallet,Paid,133.08
1495,Wallet,Paid,85.65
1496,Credit Card,Failed,0.0
1497,Net Banking,Failed,0.0
1498,Credit Card,Pending,0.0
1499,UPI,Paid,171.79
1500,Credit Card,Paid,138.15
1501,Cash on Delivery,Paid,25.07
1502,Net Banking,Paid,209.38
1503,Cash on Delivery,Paid,75.23
1504,Debit Card,Paid,215.49
1505,Debit Card,Pending,0.0
1506,Credit Card,Paid,41.45
1507,Debit Card,Pending,0.0
1508,Credit Card,Paid,49.58
1509,UPI,Paid,224.85
1510,Net Banking,Paid,42.25
1511,Net Banking,Paid,2.85
1512,Net Banking,Paid,219.61
1513,Debit Card,Paid,117.18
1514,Wallet,Paid,143.25
1515,Wallet,Failed,0.0
1516,Net Banking,Paid,27.1
1517,Net Banking,Paid,94.3
1518,Debit Card,Paid,0.65
1519,Net Banking,Paid,172.26
1520,Net Banking,Paid,46.39
1521,Credit Card,Paid,10.45
1522,Cash on Delivery,Paid,98.69
1523,Debit Card,Paid,25.74
1524,Cash on Delivery,Paid,55.59
1525,Wallet,Paid,40.46
1526,Debit Card,Failed,0.0
1527,Net Banking,Paid,64.18
1528,Debit Card,Paid,27.3
1529,Net Banking,Paid,9.25
1530,Wallet,Paid,188.18
1531,UPI,Paid,96.73
1532,Cash on Delivery,Pending,0.0
1533,UPI,Failed,0.0
1534,Wallet,Failed,0.0
1535,Net Banking,Paid,161.29
1536,Credit Card,Paid,84.07
1537,UPI,Paid,176.29
1538,Wallet,Paid,13.27
1539,Wallet,Paid,215.84
1540,UPI,Paid,46.96
1541,Credit Card,Failed,0.0
1542,Net Banking,Paid,238.62
1543,Credit Card,Paid,29.47
1544,Credit Card,Paid,16.75
1545,Net Banking,Paid,182.16
1546,Debit Card,Paid,238.15
1547,Net Banking,Failed,0.0
1548,Credit Card,Paid,43.56
1549,Wallet,Paid,232.31
1550,Wallet,Paid,127.51
1551,Debit Card,Paid,128.6
1552,Cash on Delivery,Paid,57.98
1553,Debit Card,Paid,136.31
1554,Debit Card,Paid,48.03
1555,Wallet,Paid,20.67
1556,Net Banking,Paid,59.83
1557,UPI,Paid,120.0
1558,Debit Card,Paid,94.35
1559,Wallet,Paid,176.5
1560,Credit Card,Paid,183.6
1561,UPI,Paid,37.64
1562,Credit Card,Paid,21.7
1563,Cash on Delivery,Paid,237.88
1564,Net Banking,Paid,141.57
1565,Credit Card,Paid,84.72
1566,Cash on Delivery,Paid,113.45
1567,Net Banking,Paid,20.36
1568,UPI,Paid,48.06
1569,Cash on Delivery,Paid,112.98
1570,Cash on Delivery,Paid,75.87
1571,Credit Card,Failed,0.0
1572,Wallet,Paid,95.5
1573,Net Banking,Paid,63.34
1574,Wallet,Paid,157.8
1575,Credit Card,Paid,59.77
1576,Debit Card,Paid,28.83
1577,Net Banking,Paid,114.38
1578,Net Banking,Paid,214.43
1579,Debit Card,Paid,56.11
1580,Wallet,Paid,210.7
1581,Wallet,Pending,0.0
1582,Wallet,Paid,167.07
1583,UPI,Paid,159.76
1584,Net Banking,Failed,0.0
1585,UPI,Paid,56.91
1586,Cash on Delivery,Paid,197.81
1587,Wallet,Paid,181.32
1588,Net Banking,Paid,224.03
1589,Debit Card,Paid,29.08
1590,Cash on Delivery,Paid,70.23
1591,UPI,Paid,146.66
1592,Net Banking,Paid,181.34
1593,UPI,Paid,135.35
1594,Net Banking,Failed,0.0
1595,Debit Card,Paid,211.28
1596,UPI,Paid,113.75
1597,Cash on Delivery,Paid,222.75
1598,Cash on Delivery,Paid,179.53
1599,Net Banking,Paid,103.39
1600,UPI,Paid,12.81
1601,Cash on Delivery,Pending,0.0
1602,Debit Card,Paid,220.28
1603,Wallet,Paid,185.79
1604,Net Banking,Paid,37.46
1605,Net Banking,Paid,37.93
1606,Cash on Delivery,Paid,52.52
1607,Debit Card,Paid,235.82
1608,Credit Card,Paid,144.99
1609,Debit Card,Paid,239.16
1610,Debit Card,Paid,185.41
1611,Net Banking,Paid,94.74
1612,Cash on Delivery,Paid,45.5
1613,Wallet,Paid,179.46
1614,Credit Card,Paid,129.85
1615,Cash on Delivery,Pending,0.0
1616,Cash on Delivery,Paid,191.88
1617,Net Banking,Paid,222.59
1618,Debit Card,Paid,117.1
1619,Credit Card,Paid,142.38
1620,Net Banking,Failed,0.0
1621,Credit Card,Paid,124.25
1622,Wallet,Paid,201.97
1623,UPI,Pending,0.0
1624,UPI,Paid,13.79
1625,Credit Card,Paid,247.09
1626,Cash on Delivery,Paid,149.27
1627,Wallet,Paid,198.24
1628,Wallet,Paid,229.07
1629,Debit Card,Failed,0.0
1630,Credit Card,Paid,48.15
1631,Credit Card,Pending,0.0
1632,Credit Card,Paid,53.92
1633,Credit Card,Paid,63.06
1634,Net Banking,Failed,0.0
1635,Net Banking,Paid,203.6
1636,Net Banking,Pending,0.0
1637,Debit Card,Paid,176.93
1638,UPI,Paid,99.71
1639,Credit Card,Paid,47.68
1640,Net Banking,Paid,80.78
1641,Debit Card,Paid,22.59
1642,Credit Card,Paid,120.6
1643,UPI,Paid,196.37
1644,Debit Card,Paid,63.45
1645,Cash on Delivery,Pending,0.0
1646,Cash on Delivery,Paid,119.72
1647,Debit Card,Failed,0.0
1648,UPI,Paid,240.46
1649,Cash on Delivery,Paid,195.83
1650,Debit Card,Paid,87.52
1651,Credit Card,Paid,132.35
1652,Credit Card,Paid,243.61
1653,Debit Card,Paid,242.66
1654,UPI,Paid,119.92
1655,Net Banking,Paid,137.66
1656,Net Banking,Paid,136.09
1657,Credit Card,Paid,10.51
1658,Credit Card,Paid,42.2
1659,UPI,Paid,229.26
1660,UPI,Paid,155.36
1661,Debit Card,Paid,140.05
1662,Credit Card,Failed,0.0
1663,Cash on Delivery,Pending,0.0
1664,Cash on Delivery,Paid,202.78
1665,Net Banking,Paid,39.87
1666,Net Banking,Pending,0.0
1667,Wallet,Paid,19.07
1668,Debit Card,Paid,141.85
1669,Credit Card,Paid,144.07
1670,Wallet,Paid,144.36
1671,UPI,Paid,106.78
1672,Credit Card,Paid,135.48
1673,Net Banking,Paid,1.12
1674,Wallet,Paid,10.33
1675,Debit Card,Paid,84.62
1676,UPI,Paid,36.78
1677,Wallet,Paid,164.02
1678,Wallet,Paid,221.86
1679,Debit Card,Paid,236.78
1680,Debit Card,Paid,132.46
1681,Wallet,Paid,216.22
1682,Debit Card,Paid,101.45
1683,Net Banking,Paid,79.88
1684,UPI,Paid,88.88
1685,Net Banking,Failed,0.0
1686,Cash on Delivery,Paid,111.83
1687,UPI,Paid,57.45
1688,UPI,Paid,120.32
1689,Debit Card,Pending,0.0
1690,Cash on Delivery,Paid,233.0
1691,Credit Card,Paid,3.35
1692,Cash on Delivery,Failed,0.0
1693,Net Banking,Failed,0.0
1694,Credit Card,Paid,172.2
1695,Cash on Delivery,Paid,176.8
1696,UPI,Paid,198.91
1697,Debit Card,Paid,111.36
1698,Credit Card,Paid,33.65
1699,Debit Card,Paid,185.38
1700,Cash on Delivery,Paid,175.92
1701,Net Banking,Paid,1.74
1702,Wallet,Paid,26.71
1703,Net Banking,Failed,0.0
1704,Net Banking,Paid,167.33
1705,Credit Card,Paid,87.6
1706,UPI,Paid,29.79
