order_id,customer_id,order_date,order_status,sales_channel
530,202,2025-01-03 18:38:00,Delivered,Website
531,380,2025-06-06 06:47:00,Cancelled,Mobile App
532,331,2025-04-19 13:57:00,Cancelled,Website
533,316,2025-03-24 05:14:00,Processing,Website
534,410,2025-02-28 05:42:00,Delivered,Website
535,282,2025-10-09 14:41:00,Delivered,Website
536,372,2025-05-09 03:12:00,Delivered,Mobile App
537,336,2025-07-02 04:42:00,Delivered,Mobile App
538,100,2025-11-14 02:57:00,Delivered,Mobile App
539,157,2025-06-18 19:42:00,Shipped,Website
540,414,2025-10-17 18:23:00,Delivered,Mobile App
541,127,2025-03-28 00:20:00,Processing,Mobile App
542,348,2025-05-22 11:08:00,Shipped,Mobile App
543,397,2025-08-25 14:22:00,Delivered,Website
544,42,2025-03-31 20:38:00,Processing,Website
545,376,2025-10-03 06:16:00,Cancelled,Website
546,260,2025-02-08 00:54:00,Delivered,Mobile App
547,19,2025-10-30 06:58:00,Delivered,Mobile App
548,201,2025-12-01 04:23:00,Delivered,Mobile App
549,262,2025-03-10 14:32:00,Delivered,Mobile App
550,123,2025-09-15 00:42:00,Processing,Website
551,82,2025-09-21 04:28:00,Delivered,Website
552,113,2025-09-05 11:02:00,Shipped,Website
553,120,2025-02-02 08:23:00,Delivered,Website
554,241,2025-09-23 11:24:00,Cancelled,Website
555,53,2025-01-21 20:20:00,Shipped,Mobile App
556,292,2025-05-15 18:34:00,Delivered,Mobile App
557,460,2025-07-07 18:41:00,Processing,Mobile App
558,208,2025-07-12 07:33:00,Delivered,Mobile App
559,310,2025-09-07 15:56:00,Delivered,Website
560,40,2025-08-14 05:14:00,Delivered,Mobile App
561,81,2025-04-19 04:11:00,Delivered,Website
562,416,2025-12-05 07:26:00,Delivered,Website
563,246,2025-09-04 21:30:00,Delivered,Website
564,125,2025-11-28 13:01:00,Delivered,Website
565,21,2025-03-10 20:32:00,Cancelled,Website
566,473,2025-01-29 05:16:00,Delivered,Mobile App
567,10,2025-11-03 18:40:00,Cancelled,Mobile App
568,311,2025-02-13 06:28:00,Returned,Mobile App
569,211,2025-03-29 07:53:00,Delivered,Website
570,136,2025-11-16 21:32:00,Delivered,Mobile App
571,36,2025-08-21 19:37:00,Delivered,Mobile App
572,104,2025-03-09 03:01:00,Delivered,Mobile App
573,91,2025-03-18 19:06:00,Delivered,Website
574,61,2025-09-30 16:48:00,Delivered,Website
575,1,2025-11-05 17:52:00,Cancelled,Mobile App
576,448,2025-09-25 13:23:00,Delivered,Mobile App
577,394,2025-04-28 15:50:00,Delivered,Website
578,245,2025-08-06 04:16:00,Shipped,Website
579,279,2025-05-26 19:56:00,Delivered,Website
580,405,2025-01-03 22:47:00,Delivered,Website
581,336,2025-09-24 00:24:00,Delivered,Mobile App
582,80,2025-07-29 11:06:00,Delivered,Mobile App
583,290,2025-05-14 17:27:00,Delivered,Mobile App
584,105,2025-12-15 12:48:00,Delivered,Mobile App
585,285,2025-04-02 11:35:00,Delivered,Mobile App
586,362,2025-10-23 11:49:00,Delivered,Website
587,118,2025-12-04 03:47:00,Delivered,Website
588,206,2025-02-21 06:32:00,Processing,Website
589,3,2025-03-24 12:40:00,Processing,Website
590,46,2025-08-30 19:27:00,Delivered,Website
591,20,2025-07-09 02:38:00,Shipped,Mobile App
592,147,2025-11-11 20:33:00,Shipped,Website
593,225,2025-03-31 20:31:00,Delivered,Mobile App
594,307,2025-04-10 01:50:00,Delivered,Website
595,19,2025-11-11 05:43:00,Delivered,Website
596,400,2025-03-22 02:17:00,Delivered,Mobile App
597,266,2025-07-27 18:12:00,Delivered,Website
598,372,2025-02-16 17:18:00,Processing,Mobile App
599,311,2025-06-27 08:14:00,Returned,Mobile App
600,134,2025-07-26 18:00:00,Delivered,Website
601,151,2025-10-14 02:32:00,Delivered,Website
602,276,2025-09-20 08:56:00,Processing,Mobile App
603,289,2025-12-22 14:24:00,Delivered,Website
604,236,2025-06-23 14:43:00,Cancelled,Website
605,35,2025-09-04 03:16:00,Delivered,Website
606,410,2025-12-13 22:14:00,Delivered,Mobile App
607,359,2025-09-22 17:00:00,Processing,Website
608,345,2025-05-28 02:25:00,Shipped,Mobile App
609,92,2025-02-08 17:59:00,Delivered,Mobile App
610,94,2025-04-22 18:17:00,Returned,Website
611,121,2025-09-13 23:12:00,Shipped,Mobile App
612,428,2025-04-16 07:12:00,Delivered,Mobile App
613,472,2025-03-21 03:07:00,Delivered,Mobile App
614,439,2025-11-11 00:48:00,Delivered,Website
615,162,2025-09-04 11:39:00,Delivered,Mobile App
616,469,2025-09-09 05:48:00,Delivered,Mobile App
617,28,2025-04-24 18:08:00,Delivered,Mobile App
618,258,2025-09-02 17:02:00,Delivered,Website
619,266,2025-08-23 03:44:00,Delivered,Website
620,195,2025-01-07 21:13:00,Delivered,Mobile App
621,133,2025-07-05 19:55:00,Delivered,Mobile App
622,491,2025-05-02 08:30:00,Delivered,Mobile App
623,108,2025-04-05 15:27:00,Delivered,Mobile App
624,231,2025-07-06 12:17:00,Delivered,Website
625,417,2025-10-22 21:14:00,Delivered,Mobile App
626,439,2025-05-01 17:27:00,Delivered,Website
627,5,2025-03-18 15:51:00,Delivered,Mobile App
628,274,2025-03-10 20:33:00,Shipped,Mobile App
629,440,2025-06-03 08:35:00,Delivered,Mobile App
630,31,2025-02-20 22:10:00,Delivered,Mobile App
631,231,2025-09-01 20:06:00,Shipped,Mobile App
632,286,2025-07-04 11:35:00,Returned,Mobile App
633,63,2025-06-26 00:26:00,Delivered,Website
634,333,2025-10-23 18:41:00,Delivered,Mobile App
635,262,2025-07-01 10:43:00,Delivered,Mobile App
636,147,2025-02-10 12:39:00,Delivered,Website
637,476,2025-03-27 20:51:00,Delivered,Mobile App
638,176,2025-02-06 02:10:00,Delivered,Mobile App
639,137,2025-12-01 09:45:00,Delivered,Mobile App
640,442,2025-05-19 14:49:00,Returned,Mobile App
641,438,2025-07-31 05:11:00,Delivered,Website
642,359,2025-12-05 08:47:00,Shipped,Website
643,49,2025-03-27 12:06:00,Delivered,Mobile App
644,395,2025-10-08 01:01:00,Delivered,Website
645,80,2025-02-23 08:39:00,Delivered,Mobile App
646,378,2025-06-08 07:15:00,Delivered,Website
647,88,2025-03-09 16:53:00,Delivered,Mobile App
648,500,2025-06-16 15:29:00,Cancelled,Mobile App
649,497,2025-10-08 14:08:00,Returned,Website
650,324,2025-10-30 19:29:00,Shipped,Mobile App
651,274,2025-09-26 20:40:00,Delivered,Mobile App
652,413,2025-09-04 17:14:00,Delivered,Mobile App
653,80,2025-07-07 13:16:00,Delivered,Website
654,147,2025-09-25 04:22:00,Delivered,Website
655,245,2025-12-19 15:48:00,Delivered,Mobile App
656,408,2025-05-30 19:14:00,Delivered,Mobile App
657,288,2025-04-07 13:56:00,Delivered,Website
658,331,2025-03-25 22:47:00,Delivered,Mobile App
659,217,2025-04-23 08:05:00,Delivered,Mobile App
660,273,2025-05-26 20:47:00,Processing,Mobile App
661,70,2025-04-07 02:11:00,Delivered,Mobile App
662,359,2025-11-13 14:17:00,Delivered,Website
663,26,2025-06-14 00:09:00,Returned,Website
664,138,2025-04-06 03:18:00,Delivered,Mobile App
665,78,2025-01-05 07:05:00,Delivered,Website
666,403,2025-06-25 13:19:00,Processing,Mobile App
667,17,2025-08-26 22:50:00,Delivered,Website
668,201,2025-01-29 08:49:00,Delivered,Mobile App
669,431,2025-04-03 06:57:00,Delivered,Mobile App
670,366,2025-01-07 03:49:00,Delivered,Mobile App
671,102,2025-05-07 23:02:00,Delivered,Website
672,243,2025-09-24 21:13:00,Delivered,Mobile App
673,373,2025-06-15 05:40:00,Delivered,Website
674,153,2025-05-10 15:40:00,Delivered,Website
675,121,2025-12-08 06:07:00,Delivered,Mobile App
676,142,2025-01-08 05:50:00,Delivered,Mobile App
677,298,2025-05-05 00:02:00,Processing,Mobile App
678,191,2025-12-19 19:09:00,Processing,Website
679,352,2025-03-22 15:05:00,Delivered,Website
680,79,2025-01-31 11:41:00,Shipped,Website
681,163,2025-03-06 15:14:00,Returned,Mobile App
682,11,2025-08-13 23:12:00,Shipped,Mobile App
683,21,2025-03-10 08:57:00,Delivered,Mobile App
684,357,2025-10-14 09:34:00,Delivered,Website
685,375,2025-10-06 11:20:00,Delivered,Website
686,231,2025-02-05 16:09:00,Delivered,Mobile App
687,1,2025-10-05 11:29:00,Processing,Mobile App
688,439,2025-04-05 00:39:00,Delivered,Website
689,338,2025-06-14 23:04:00,Returned,Mobile App
690,255,2025-04-08 16:43:00,Shipped,Website
691,210,2025-11-10 09:20:00,Delivered,Website
692,35,2025-02-19 16:42:00,Delivered,Website
693,55,2025-04-02 01:12:00,Delivered,Website
694,429,2025-01-17 18:41:00,Delivered,Mobile App
695,303,2025-09-27 19:44:00,Delivered,Mobile App
696,37,2025-04-24 19:45:00,Delivered,Website
697,456,2025-12-02 15:59:00,Processing,Mobile App
698,286,2025-11-24 01:23:00,Shipped,Mobile App
699,422,2025-07-08 22:03:00,Delivered,Website
700,484,2025-02-06 09:04:00,Delivered,Website
701,273,2025-02-21 23:14:00,Delivered,Website
702,292,2025-09-27 21:15:00,Delivered,Website
703,213,2025-10-13 23:35:00,Shipped,Mobile App
704,341,2025-12-12 14:44:00,Delivered,Website
705,206,2025-03-27 05:35:00,Delivered,Website
706,478,2025-10-01 19:28:00,Delivered,Mobile App
707,191,2025-10-09 10:54:00,Delivered,Mobile App
708,289,2025-06-15 19:15:00,Delivered,Mobile App
709,185,2025-10-09 23:16:00,Returned,Mobile App
710,18,2025-07-23 00:46:00,Returned,Website
711,155,2025-09-23 04:56:00,Delivered,Website
712,396,2025-04-20 10:01:00,Processing,Mobile App
713,293,2025-10-11 16:35:00,Returned,Website
714,183,2025-02-18 01:29:00,Delivered,Mobile App
715,120,2025-07-07 18:15:00,Delivered,Mobile App
716,292,2025-02-17 18:25:00,Cancelled,Website
717,250,2025-06-16 15:11:00,Processing,Website
718,20,2025-11-01 20:19:00,Shipped,Mobile App
719,395,2025-02-10 01:58:00,Delivered,Mobile App
720,395,2025-08-02 03:55:00,Delivered,Website
721,28,2025-11-21 20:24:00,Delivered,Website
722,77,2025-06-13 17:36:00,Delivered,Website
723,375,2025-03-20 01:43:00,Returned,Mobile App
724,47,2025-11-01 18:32:00,Delivered,Mobile App
725,173,2025-07-21 04:08:00,Delivered,Website
726,44,2025-10-08 12:16:00,Delivered,Mobile App
727,70,2025-12-24 04:48:00,Delivered,Website
728,293,2025-09-07 12:41:00,Delivered,Website
729,398,2025-05-05 02:17:00,Delivered,Website
730,217,2025-02-27 21:26:00,Delivered,Website
731,336,2025-06-14 11:38:00,Delivered,Mobile App
732,421,2025-03-28 11:39:00,Returned,Mobile App
733,23,2025-11-16 04:28:00,Returned,Website
734,80,2025-04-13 21:23:00,Shipped,Website
735,125,2025-02-27 23:03:00,Returned,Website
736,356,2025-05-28 00:21:00,Processing,Mobile App
737,170,2025-08-19 15:01:00,Delivered,Website
738,385,2025-04-15 17:33:00,Delivered,Mobile App
739,356,2025-11-15 23:09:00,Shipped,Website
740,340,2025-07-12 18:57:00,Delivered,Mobile App
741,103,2025-03-29 01:18:00,Processing,Mobile App
742,484,2025-01-28 14:41:00,Delivered,Mobile App
743,437,2025-12-05 08:42:00,Cancelled,Mobile App
744,445,2025-02-25 00:18:00,Cancelled,Mobile App
745,364,2025-04-29 12:32:00,Delivered,Mobile App
746,46,2025-09-06 19:34:00,Delivered,Mobile App
747,21,2025-10-15 22:01:00,Delivered,Mobile App
748,382,2025-06-20 15:25:00,Delivered,Mobile App
749,321,2025-12-17 11:22:00,Delivered,Mobile App
750,450,2025-02-01 20:16:00,Delivered,Website
751,78,2025-10-12 08:14:00,Delivered,Mobile App
752,374,2025-12-03 04:05:00,Delivered,Website
753,79,2025-08-02 07:36:00,Delivered,Mobile App
754,278,2025-11-06 10:28:00,Delivered,Website
755,410,2025-10-25 17:43:00,Delivered,Website
756,461,2025-06-08 22:45:00,Delivered,Website
757,478,2025-08-09 04:41:00,Delivered,Website
758,273,2025-06-12 02:35:00,Returned,Website
759,451,2025-04-05 10:53:00,Delivered,Website
760,156,2025-06-13 13:26:00,Delivered,Mobile App
761,68,2025-03-19 06:06:00,Delivered,Mobile App
762,119,2025-11-07 18:39:00,Delivered,Website
763,41,2025-12-18 00:22:00,Shipped,Mobile App
764,310,2025-03-10 16:54:00,Delivered,Mobile App
765,243,2025-04-05 12:31:00,Delivered,Website
766,392,2025-04-26 01:26:00,Returned,Mobile App
767,344,2025-07-31 07:47:00,Returned,Website
768,489,2025-02-03 05:59:00,Returned,Mobile App
769,235,2025-12-19 10:55:00,Cancelled,Mobile App
770,377,2025-07-27 01:38:00,Processing,Mobile App
771,293,2025-07-21 19:47:00,Delivered,Website
772,234,2025-09-24 03:28:00,Processing,Website
773,203,2025-05-06 16:34:00,Returned,Website
774,392,2025-10-13 12:33:00,Delivered,Website
775,204,2025-04-08 09:28:00,Cancelled,Mobile App
776,151,2025-08-25 05:27:00,Delivered,Website
777,73,2025-12-20 16:57:00,Delivered,Mobile App
778,58,2025-02-16 23:32:00,Delivered,Website
779,231,2025-07-21 13:20:00,Delivered,Mobile App
780,104,2025-10-30 22:57:00,Cancelled,Website
781,333,2025-05-09 10:44:00,Cancelled,Website
782,362,2025-03-05 02:07:00,Delivered,Mobile App
783,197,2025-02-13 16:45:00,Shipped,Website
784,23,2025-07-13 17:24:00,Shipped,Mobile App
785,77,2025-10-17 21:55:00,Delivered,Website
786,215,2025-04-02 22:03:00,Delivered,Mobile App
787,61,2025-05-28 20:11:00,Cancelled,Website
788,130,2025-01-02 19:48:00,Delivered,Mobile App
789,3,2025-09-13 17:51:00,Delivered,Mobile App
790,338,2025-05-02 06:37:00,Delivered,Mobile App
791,308,2025-08-15 02:38:00,Delivered,Mobile App
792,420,2025-11-14 20:35:00,Processing,Website
793,335,2025-04-05 04:03:00,Delivered,Website
794,430,2025-01-17 21:36:00,Delivered,Mobile App
795,214,2025-02-14 01:06:00,Returned,Website
796,339,2025-12-11 09:39:00,Shipped,Website
797,185,2025-08-22 23:37:00,Returned,Website
798,460,2025-06-03 10:23:00,Delivered,Website
799,150,2025-08-07 17:04:00,Delivered,Website
800,270,2025-12-22 08:21:00,Delivered,Website
801,30,2025-12-23 06:39:00,Delivered,Website
802,310,2025-09-05 23:44:00,Returned,Mobile App
803,163,2025-08-07 19:54:00,Delivered,Mobile App
804,255,2025-03-08 19:36:00,Delivered,Mobile App
805,313,2025-09-10 05:56:00,Delivered,Mobile App
806,13,2025-04-10 00:07:00,Delivered,Website
807,212,2025-04-17 19:26:00,Delivered,Mobile App
808,6,2025-10-14 20:13:00,Delivered,Mobile App
809,154,2025-05-11 02:19:00,Delivered,Mobile App
810,171,2025-01-04 03:43:00,Delivered,Website
811,427,2025-03-31 06:21:00,Delivered,Mobile App
812,70,2025-08-31 01:41:00,Delivered,Mobile App
813,402,2025-10-02 10:29:00,Processing,Website
814,372,2025-09-24 09:36:00,Shipped,Website
815,170,2025-04-17 18:43:00,Processing,Mobile App
816,431,2025-02-03 04:17:00,Delivered,Mobile App
817,85,2025-11-17 17:53:00,Delivered,Mobile App
818,443,2025-04-06 19:07:00,Processing,Mobile App
819,17,2025-12-28 10:45:00,Delivered,Website
820,232,2025-09-12 07:23:00,Processing,Mobile App
821,90,2025-04-21 16:19:00,Delivered,Website
822,260,2025-04-14 02:28:00,Delivered,Mobile App
823,175,2025-09-14 04:12:00,Returned,Mobile App
824,447,2025-06-17 04:49:00,Delivered,Website
825,236,2025-04-16 23:02:00,Delivered,Website
826,23,2025-01-03 09:59:00,Shipped,Website
827,24,2025-06-20 14:56:00,Delivered,Mobile App
828,160,2025-01-12 18:48:00,Delivered,Website
829,147,2025-06-14 06:12:00,Delivered,Mobile App
830,140,2025-08-14 21:07:00,Delivered,Mobile App
831,287,2025-02-28 00:39:00,Delivered,Website
832,164,2025-10-05 11:35:00,Delivered,Mobile App
833,37,2025-10-21 07:10:00,Delivered,Mobile App
834,67,2025-10-04 14:03:00,Delivered,Website
835,45,2025-02-24 12:03:00,Delivered,Website
836,304,2025-12-27 19:57:00,Delivered,Mobile App
837,171,2025-11-12 11:19:00,Processing,Website
838,48,2025-08-27 18:08:00,Processing,Mobile App
839,351,2025-02-19 14:19:00,Delivered,Mobile App
840,74,2025-08-29 07:14:00,Cancelled,Mobile App
841,359,2025-07-06 12:11:00,Cancelled,Mobile App
842,16,2025-06-16 14:31:00,Delivered,Website
843,434,2025-06-29 15:29:00,Delivered,Mobile App
844,261,2025-11-06 18:08:00,Delivered,Website
845,37,2025-06-16 17:41:00,Processing,Mobile App
846,123,2025-07-25 18:26:00,Delivered,Website
847,175,2025-09-04 12:04:00,Delivered,Mobile App
848,176,2025-08-11 18:50:00,Delivered,Website
849,40,2025-03-30 21:42:00,Shipped,Mobile App
850,238,2025-02-28 18:38:00,Delivered,Website
851,490,2025-08-16 05:19:00,Delivered,Website
852,420,2025-12-17 19:49:00,Delivered,Mobile App
853,47,2025-11-27 21:03:00,Delivered,Website
854,1,2025-10-25 20:51:00,Shipped,Website
855,200,2025-08-20 17:18:00,Delivered,Mobile App
856,450,2025-04-11 06:43:00,Delivered,Mobile App
857,177,2025-08-11 22:58:00,Returned,Website
858,434,2025-11-10 16:25:00,Delivered,Mobile App
859,282,2025-02-01 11:57:00,Returned,Website
860,184,2025-12-27 17:52:00,Delivered,Mobile App
861,360,2025-01-16 07:27:00,Delivered,Mobile App
862,196,2025-12-31 12:25:00,Delivered,Website
863,72,2025-12-06 05:30:00,Delivered,Mobile App
864,148,2025-07-04 13:09:00,Returned,Website
865,332,2025-03-10 00:04:00,Delivered,Mobile App
866,44,2025-12-03 13:08:00,Delivered,Mobile App
867,477,2025-08-22 22:38:00,Delivered,Website
868,283,2025-08-21 16:27:00,Processing,Mobile App
869,218,2025-07-01 07:11:00,Delivered,Mobile App
870,138,2025-05-02 22:32:00,Delivered,Mobile App
871,248,2025-01-18 01:36:00,Shipped,Website
872,41,2025-10-25 15:44:00,Delivered,Mobile App
873,268,2025-08-27 16:05:00,Cancelled,Website
874,380,2025-05-06 15:40:00,Shipped,Website
875,409,2025-12-17 20:34:00,Delivered,Website
876,6,2025-06-25 17:49:00,Delivered,Mobile App
877,216,2025-10-21 23:21:00,Delivered,Mobile App
878,356,2025-05-29 05:02:00,Returned,Mobile App
879,323,2025-10-16 08:03:00,Delivered,Website
880,150,2025-10-21 01:42:00,Processing,Website
881,65,2025-05-27 15:05:00,Delivered,Mobile App
882,144,2025-05-10 04:39:00,Delivered,Mobile App
883,310,2025-01-08 23:07:00,Delivered,Website
884,414,2025-12-04 14:23:00,Delivered,Website
885,271,2025-09-06 05:51:00,Cancelled,Mobile App
886,479,2025-02-13 04:38:00,Processing,Mobile App
887,339,2025-07-31 12:15:00,Delivered,Website
888,432,2025-04-18 18:46:00,Delivered,Mobile App
889,238,2025-03-01 01:10:00,Delivered,Mobile App
890,473,2025-09-01 23:48:00,Delivered,Mobile App
891,243,2025-12-16 22:24:00,Delivered,Mobile App
892,409,2025-01-07 09:59:00,Delivered,Mobile App
893,50,2025-09-29 21:02:00,Cancelled,Mobile App
894,334,2025-08-10 19:58:00,Cancelled,Mobile App
895,51,2025-05-19 08:51:00,Delivered,Mobile App
896,124,2025-08-25 21:47:00,Shipped,Website
897,354,2025-09-24 10:43:00,Returned,Mobile App
898,5,2025-10-08 00:43:00,Processing,Website
899,54,2025-07-30 03:33:00,Shipped,Mobile App
900,129,2025-04-23 23:18:00,Delivered,Website
901,481,2025-11-14 02:03:00,Delivered,Website
902,363,2025-11-03 20:07:00,Returned,Website
903,337,2025-11-06 04:24:00,Shipped,Website
904,130,2025-02-26 22:11:00,Delivered,Website
905,142,2025-11-24 14:59:00,Shipped,Mobile App
906,38,2025-05-12 05:49:00,Delivered,Website
907,31,2025-07-15 12:21:00,Delivered,Mobile App
908,252,2025-04-02 14:04:00,Returned,Website
909,331,2025-11-09 12:11:00,Delivered,Website
910,315,2025-10-04 13:13:00,Delivered,Mobile App
911,38,2025-05-13 03:02:00,Delivered,Mobile App
912,255,2025-08-17 00:57:00,Delivered,Website
913,137,2025-01-20 21:24:00,Delivered,Mobile App
914,264,2025-07-20 18:00:00,Shipped,Mobile App
915,433,2025-09-02 13:25:00,Shipped,Website
916,197,2025-10-04 07:00:00,Returned,Mobile App
917,479,2025-03-04 18:34:00,Returned,Mobile App
918,29,2025-12-16 09:25:00,Delivered,Website
919,492,2025-07-07 17:54:00,Delivered,Mobile App
920,91,2025-05-29 20:12:00,Delivered,Mobile App
921,357,2025-12-05 06:19:00,Delivered,Website
922,250,2025-11-19 22:22:00,Delivered,Mobile App
923,99,2025-04-08 04:02:00,Delivered,Website
924,406,2025-09-08 12:04:00,Delivered,Mobile App
925,416,2025-09-13 17:53:00,Delivered,Website
926,173,2025-01-19 10:03:00,Processing,Website
927,414,2025-07-27 03:13:00,Shipped,Mobile App
928,380,2025-12-14 17:09:00,Delivered,Website
929,251,2025-01-19 23:09:00,Shipped,Mobile App
930,360,2025-11-13 01:15:00,Delivered,Website
931,464,2025-03-30 20:03:00,Delivered,Website
932,428,2025-08-22 19:10:00,Delivered,Website
933,410,2025-02-28 15:38:00,Delivered,Website
934,416,2025-04-14 13:21:00,Processing,Mobile App
935,295,2025-06-16 03:43:00,Delivered,Mobile App
936,89,2025-04-20 01:37:00,Delivered,Website
937,213,2025-05-21 04:48:00,Delivered,Mobile App
938,125,2025-10-11 05:28:00,Returned,Website
939,434,2025-03-10 03:50:00,Delivered,Mobile App
940,250,2025-03-22 00:56:00,Delivered,Website
941,334,2025-04-02 02:45:00,Delivered,Mobile App
942,406,2025-08-02 22:51:00,Processing,Website
943,139,2025-04-16 04:40:00,Delivered,Mobile App
944,355,2025-05-03 05:39:00,Delivered,Website
945,322,2025-09-13 19:05:00,Processing,Mobile App
946,286,2025-06-28 13:00:00,Delivered,Website
947,186,2025-09-29 03:39:00,Cancelled,Website
948,107,2025-08-26 20:42:00,Delivered,Website
949,433,2025-02-27 04:43:00,Returned,Mobile App
950,344,2025-09-12 05:10:00,Returned,Website
951,108,2025-11-27 11:18:00,Delivered,Mobile App
952,54,2025-11-12 14:02:00,Shipped,Website
953,264,2025-03-22 00:31:00,Delivered,Website
954,167,2025-08-16 18:37:00,Delivered,Mobile App
955,117,2025-04-28 03:20:00,Delivered,Mobile App
956,113,2025-04-13 12:57:00,Delivered,Mobile App
957,111,2025-01-28 13:09:00,Returned,Mobile App
958,70,2025-04-02 12:23:00,Delivered,Website
959,104,2025-11-20 11:17:00,Delivered,Website
960,144,2025-12-21 18:03:00,Delivered,Mobile App
961,390,2025-08-23 13:10:00,Delivered,Mobile App
962,407,2025-11-06 05:50:00,Delivered,Website
963,118,2025-10-23 17:54:00,Delivered,Mobile App
964,429,2025-04-21 18:30:00,Delivered,Website
965,127,2025-08-08 23:55:00,Delivered,Mobile App
966,475,2025-10-24 07:57:00,Delivered,Website
967,23,2025-10-21 00:26:00,Delivered,Mobile App
968,272,2025-09-16 01:27:00,Delivered,Website
969,43,2025-08-20 15:15:00,Delivered,Website
970,487,2025-12-21 23:26:00,Delivered,Mobile App
971,47,2025-06-01 07:41:00,Delivered,Mobile App
972,440,2025-03-24 22:29:00,Delivered,Website
973,71,2025-08-21 14:49:00,Cancelled,Mobile App
974,238,2025-04-05 11:40:00,Shipped,Website
975,458,2025-11-18 02:24:00,Shipped,Website
976,139,2025-06-01 13:48:00,Shipped,Website
977,451,2025-12-17 02:39:00,Delivered,Website
978,455,2025-09-21 21:23:00,Delivered,Mobile App
979,21,2025-07-07 14:39:00,Delivered,Website
980,35,2025-11-28 17:45:00,Delivered,Website
981,277,2025-03-12 10:15:00,Delivered,Mobile App
982,386,2025-10-25 22:13:00,Shipped,Website
983,137,2025-06-14 11:57:00,Delivered,Mobile App
984,191,2025-05-22 01:04:00,Delivered,Mobile App
985,63,2025-09-14 16:53:00,Delivered,Mobile App
986,410,2025-08-20 19:23:00,Shipped,Website
987,42,2025-04-07 14:05:00,Delivered,Website
988,85,2025-05-28 02:06:00,Delivered,Website
989,105,2025-09-12 04:55:00,Delivered,Website
990,278,2025-05-31 13:43:00,Returned,Mobile App
991,378,2025-06-27 13:28:00,Delivered,Mobile App
992,447,2025-04-07 02:01:00,Processing,Mobile App
993,336,2025-07-30 18:21:00,Delivered,Mobile App
994,357,2025-09-06 18:42:00,Delivered,Mobile App
995,68,2025-08-23 09:36:00,Cancelled,Mobile App
996,248,2025-03-29 08:14:00,Delivered,Mobile App
997,146,2025-01-25 04:22:00,Delivered,Website
998,275,2025-11-13 05:45:00,Delivered,Website
999,342,2025-12-29 22:57:00,Processing,Website
1000,163,2025-05-02 03:02:00,Delivered,Mobile App
1001,106,2025-05-14 11:11:00,Delivered,Website
1002,76,2025-12-07 10:22:00,Delivered,Website
1003,472,2025-10-01 09:07:00,Delivered,Mobile App
1004,164,2025-03-16 14:59:00,Delivered,Mobile App
1005,243,2025-11-28 22:18:00,Cancelled,Website
1006,473,2025-10-17 23:58:00,Delivered,Website
1007,348,2025-09-03 01:08:00,Delivered,Mobile App
1008,431,2025-01-13 12:39:00,Delivered,Mobile App
1009,312,2025-02-17 10:03:00,Delivered,Website
1010,43,2025-05-23 06:01:00,Delivered,Mobile App
1011,500,2025-12-13 21:05:00,Delivered,Website
1012,310,2025-09-09 10:38:00,Delivered,Website
1013,76,2025-12-08 11:25:00,Shipped,Mobile App
1014,7,2025-07-09 12:23:00,Delivered,Mobile App
1015,288,2025-06-07 14:55:00,Delivered,Mobile App
1016,84,2025-08-01 14:18:00,Processing,Mobile App
1017,301,2025-08-01 04:53:00,Delivered,Website
1018,445,2025-04-17 09:30:00,Delivered,Mobile App
1019,193,2025-02-03 18:48:00,Delivered,Mobile App
1020,90,2025-11-24 08:26:00,Delivered,Website
1021,196,2025-04-13 05:53:00,Delivered,Mobile App
1022,300,2025-01-22 09:53:00,Delivered,Mobile App
1023,2,2025-04-25 00:50:00,Delivered,Mobile App
1024,64,2025-11-24 20:30:00,Shipped,Mobile App
1025,465,2025-08-02 05:31:00,Shipped,Website
1026,142,2025-01-15 03:48:00,Delivered,Website
1027,298,2025-11-03 23:23:00,Delivered,Mobile App
1028,244,2025-05-13 20:43:00,Returned,Website
1029,295,2025-07-11 16:46:00,Delivered,Mobile App
1030,75,2025-03-25 18:03:00,Delivered,Website
1031,140,2025-07-02 05:03:00,Delivered,Mobile App
1032,272,2025-01-25 09:18:00,Delivered,Website
1033,322,2025-09-21 06:49:00,Delivered,Website
1034,166,2025-11-03 05:34:00,Cancelled,Mobile App
1035,353,2025-05-19 21:44:00,Delivered,Mobile App
1036,266,2025-03-15 00:08:00,Delivered,Mobile App
1037,467,2025-07-30 10:58:00,Delivered,Website
1038,426,2025-03-21 16:14:00,Delivered,Website
1039,40,2025-08-02 14:58:00,Delivered,Website
1040,160,2025-01-09 15:22:00,Shipped,Website
1041,391,2025-08-15 19:33:00,Returned,Website
1042,382,2025-12-30 09:01:00,Processing,Website
1043,353,2025-03-07 22:09:00,Delivered,Website
1044,218,2025-04-18 04:05:00,Shipped,Website
1045,248,2025-02-09 00:49:00,Shipped,Website
1046,407,2025-04-11 03:02:00,Shipped,Website
1047,130,2025-08-29 03:58:00,Delivered,Mobile App
1048,50,2025-12-08 00:48:00,Processing,Website
1049,344,2025-10-28 06:11:00,Delivered,Website
1050,486,2025-03-16 23:17:00,Delivered,Mobile App
1051,374,2025-03-24 16:49:00,Delivered,Website
1052,8,2025-02-20 18:48:00,Delivered,Website
1053,387,2025-05-25 05:57:00,Delivered,Website
1054,363,2025-04-20 16:54:00,Delivered,Website
1055,93,2025-08-14 21:06:00,Processing,Mobile App
